#Gene_1	Gene_2	weight
acadm	idh3a	0.53
acadm	ldha	0.53
acadm	ldhal6a	0.53
acadm	ldhal6b	0.53
acadm	ldhb	0.96
acadm	ldhc	0.53
acadm	nfs1	0.53
acadm	pdhb	0.96
acadm	pik3c2a	0.53
acadm	pik3c2b	0.53
acadm	pik3c2g	0.53
acadm	ppara	1.00
acadm	prkcsh	0.53
acadm	psmc2	0.53
acadm	rab6c	0.53
acadm	rxra	1.00
acadm	rxrb	1.00
acadm	rxrg	1.00
acadm	sucla2	0.53
acadm	suclg2	0.53
acadm	surf1	0.53
acadm	uqcrc2	0.96
acads	umps	0.53
acadsb	idh3g	0.53
acadsb	pik3c2a	0.53
acadsb	pik3c2b	0.53
acadsb	pik3c2g	0.53
acadsb	ubc	0.59
acadvl	ak2	0.53
acadvl	ecsit	0.53
acan	adamts4	1.00
acan	adamts5	1.00
acan	b3gnt2	1.00
acan	b3gnt3	1.00
acan	b3gnt4	1.00
acan	b3gnt7	1.00
acan	b4galt1	1.00
acan	b4galt2	1.00
acan	b4galt3	1.00
acan	b4galt4	1.00
acan	b4galt5	1.00
acan	b4galt6	1.00
acan	b4gat1	1.00
acan	chst1	1.00
acan	chst2	1.00
acan	chst5	1.00
acan	chst6	1.00
acan	comp	1.00
acan	hapln1	1.00
acan	lum	0.59
acan	mmp1	1.00
acan	mmp12	1.00
acan	mmp13	1.00
acan	mmp2	1.00
acan	mmp3	1.00
acan	mmp7	1.00
acan	mmp9	1.00
acan	pcolce	0.59
acan	sp1	1.00
acan	st3gal1	1.00
acan	st3gal2	1.00
acan	st3gal3	1.00
acan	st3gal4	1.00
acan	st3gal6	1.00
acan	tfap2a	1.00
acan	tnc	1.00
acan	tnfaip6	0.96
acan	tnr	1.00
acap1	arf6	1.00
acap1	arhgef6	0.89
acap1	cltc	1.00
acap1	coro1a	0.72
acap1	gulp1	1.00
acap1	hmha1	0.94
acap1	jun	1.00
acap1	pld1	1.00
acap1	pld2	1.00
acap1	rac2	0.72
acap1	slc2a4	1.00
acap2	arf6	1.00
acap2	arhgap25	0.89
acap2	rap1a	0.89
acap2	sos2	0.89
acat1	aco2	0.59
acat1	agxt	0.59
acat1	flot1	0.59
acat1	foxm1	0.59
acat1	sdha	0.59
acat1	sdhb	0.59
acat1	ubc	0.59
acat2	srebf1	1.00
acat2	srebf2	1.00
acc1	prkaa1	1.00
acc1	prkaa2	1.00
acc1	prkag2	1.00
acd	hist1h4a	1.00
acd	hist3h3	1.00
acd	lmna	1.00
acd	lmnb1	1.00
acd	obfc1	0.99
acd	pot1	1.00
acd	rad21	1.00
acd	rec8	1.00
acd	smc1a	1.00
acd	smc1b	1.00
acd	smc3	1.00
acd	stag1	1.00
acd	stag2	1.00
acd	stag3	1.00
acd	sun1	1.00
acd	sun2	1.00
acd	sycp2	1.00
acd	sycp3	1.00
acd	syne1	1.00
acd	syne2	1.00
acd	terf1	1.00
acd	terf2	1.00
acd	terf2ip	1.00
acd	tert	0.59
acd	tinf2	1.00
ace	agt	1.00
ace	agtr2	0.59
ace	bdkrb2	0.59
ace	ep300	1.00
ace	rad21	1.00
ace2	agt	1.00
ache	app	0.59
ache	atf1	1.00
ache	colq	0.59
ache	creb1	1.00
ache	egr1	1.00
ache	lama1	0.53
ache	lama2	0.53
ache	lamb1	0.53
ache	lamb2	0.53
ache	lamb3	0.53
ache	lamb4	0.53
ache	tfap2a	1.00
acin1	api5	0.59
acin1	casp3	1.00
acin1	nfe2l1	1.00
acin1	sap18	1.00
acin1	sf3a2	0.59
acin1	ywhab	0.59
acin1	ywhag	0.59
ackr1	ccl17	0.59
ackr1	ccl2	0.59
ackr1	ccl5	0.59
ackr1	ccl7	0.59
ackr1	ccl8	0.59
ackr1	cxcl1	0.59
ackr1	cxcl5	0.59
ackr1	cxcl8	1.00
ackr2	ccl11	1.00
ackr2	ccl17	1.00
ackr2	ccl2	1.00
ackr2	ccl22	1.00
ackr2	ccl3	1.00
ackr2	ccl3l1	1.00
ackr2	ccl4	1.00
ackr2	ccl5	1.00
ackr2	ccl7	1.00
ackr2	cxcr2	0.89
ackr2	ebf1	1.00
ackr2	fpr2	0.89
ackr2	mc2r	0.89
ackr2	nfkb1	1.00
ackr2	ptger3	0.89
ackr3	cxcl11	1.00
ackr3	cxcl12	1.00
ackr3	gnai1	1.00
ackr3	gnai2	1.00
ackr3	gnai3	1.00
ackr3	gnat3	1.00
ackr3	gnb1	1.00
ackr3	gng2	1.00
ackr3	pecam1	0.59
ackr3	ubc	0.59
ackr4	ccl11	0.59
ackr4	ccl13	0.59
ackr4	ccl19	1.00
ackr4	ccl2	0.59
ackr4	ccl21	1.00
ackr4	ccl25	1.00
ackr4	ccl5	0.59
ackr4	ccl7	0.59
ackr4	ccl8	0.59
ackr4	cxcl13	0.59
acly	cs	0.89
acly	srebf1	1.00
aco2	aldoa	0.53
aco2	aldob	0.53
aco2	aldoc	0.53
aco2	atp5f1	0.53
aco2	atp5o	0.53
aco2	cyc1	0.53
aco2	cycs	0.53
aco2	eno1	0.53
aco2	eno2	0.53
aco2	eno3	0.53
aco2	glud1	0.53
aco2	gpd2	0.53
aco2	itpr1	0.53
aco2	itpr2	0.53
aco2	itpr3	0.53
aco2	mdh2	0.53
aco2	psmd4	0.59
aco2	sin3a	0.59
aco2	slc25a3	0.53
aco2	ubc	0.98
acot1	srebf1	1.00
acot2	ubc	0.59
acot8	irf3	1.00
acot8	isg15	0.59
acot8	nfya	1.00
acot8	nfyb	1.00
acot8	ubc	0.59
acot9	alad	0.53
acot9	hibch	0.53
acot9	nup107	0.53
acot9	pcyt1a	0.53
acot9	pcyt1b	0.53
acot9	pdhb	0.53
acot9	pycr1	0.53
acot9	pycr2	0.53
acot9	pycrl	0.53
acot9	sar1b	0.53
acot9	ubc	0.59
acot9	vac14	0.53
acox1	ahcy	0.53
acox1	cox6b1	0.59
acox1	grhpr	0.59
acox1	hnf4a	1.00
acox1	pdss2	0.53
acox1	ppara	1.00
acox1	ppard	1.00
acox1	pparg	1.00
acox1	psmb4	0.53
acox1	rps27a	0.53
acox1	rxra	1.00
acox1	rxrb	1.00
acox1	rxrg	1.00
acox1	slc27a1	0.53
acox1	slc27a4	0.53
acox1	slc2a4	0.59
acox1	ubc	0.59
acox1	usf1	1.00
acox2	ahcy	0.53
acox2	pdss2	0.53
acox2	ppara	1.00
acox2	ppard	1.00
acox2	psmb4	0.53
acox2	rps27a	0.53
acox2	rxra	1.00
acox2	rxrb	1.00
acox2	rxrg	1.00
acox2	slc27a1	0.53
acox3	ppara	1.00
acox3	ppard	1.00
acox3	rxra	1.00
acox3	rxrb	1.00
acox3	rxrg	1.00
acp1	arhgap35	1.00
acp1	ctnnb1	1.00
acp1	efna1	1.00
acp1	epha2	1.00
acp5	nfkb1	1.00
acp5	spi1	1.00
acr	zp2	0.99
acsbg1	cpt1a	1.00
acsbg1	cpt1b	1.00
acsbg1	cpt1c	1.00
acsbg1	ppara	1.00
acsbg1	pparg	1.00
acsbg1	rxra	1.00
acsbg1	rxrb	1.00
acsbg1	rxrg	1.00
acsbg2	cpt1a	1.00
acsbg2	cpt1b	1.00
acsbg2	cpt1c	1.00
acsbg2	ppara	1.00
acsbg2	pparg	1.00
acsbg2	rxra	1.00
acsbg2	rxrb	1.00
acsbg2	rxrg	1.00
acsf2	ubc	0.59
acsf3	glp1r	0.59
acsf3	ubc	0.59
acsl1	atp4a	0.59
acsl1	cpt1a	1.00
acsl1	cpt1b	1.00
acsl1	cpt1c	1.00
acsl1	phyh	0.53
acsl1	ppara	1.00
acsl1	pparg	1.00
acsl1	rxra	1.00
acsl1	rxrb	1.00
acsl1	rxrg	1.00
acsl1	ubc	0.59
acsl3	cpt1a	1.00
acsl3	cpt1b	1.00
acsl3	cpt1c	1.00
acsl3	ppara	1.00
acsl3	pparg	1.00
acsl3	rxra	1.00
acsl3	rxrb	1.00
acsl3	rxrg	1.00
acsl3	srebf1	1.00
acsl4	cpt1a	1.00
acsl4	cpt1b	1.00
acsl4	cpt1c	1.00
acsl4	dse	0.59
acsl4	ppara	1.00
acsl4	pparg	1.00
acsl4	rxra	1.00
acsl4	rxrb	1.00
acsl4	rxrg	1.00
acsl5	cpt1a	1.00
acsl5	cpt1b	1.00
acsl5	cpt1c	1.00
acsl5	phyh	0.53
acsl5	ppara	1.00
acsl5	pparg	1.00
acsl5	rxra	1.00
acsl5	rxrb	1.00
acsl5	rxrg	1.00
acsl6	cpt1a	1.00
acsl6	cpt1b	1.00
acsl6	cpt1c	1.00
acsl6	phyh	0.53
acsl6	ppara	1.00
acsl6	pparg	1.00
acsl6	rxra	1.00
acsl6	rxrb	1.00
acsl6	rxrg	1.00
acsm3	hoxa9	1.00
acss1	sirt3	1.00
acss1	vac14	0.59
acss2	sirt1	1.00
acss2	srebf1	1.00
acss2	srebf2	1.00
acss2	ubc	0.59
act	avil	0.89
act	vil1	0.89
act	vill	0.89
acta1	actc1	0.89
acta1	actg2	0.89
acta1	actn1	1.00
acta1	actn4	1.00
acta1	adam17	1.00
acta1	agrn	1.00
acta1	akt1	1.00
acta1	ap2a1	1.00
acta1	ap2a2	1.00
acta1	arhgef6	1.00
acta1	casp3	1.00
acta1	cdc42	1.00
acta1	cdh1	1.00
acta1	cdh3	1.00
acta1	cfl1	1.00
acta1	chrm1	1.00
acta1	chrna1	1.00
acta1	clta	1.00
acta1	cltb	1.00
acta1	crkl	1.00
acta1	ctcf	1.00
acta1	ctnna1	1.00
acta1	ctnna2	1.00
acta1	ctnnb1	1.00
acta1	dag1	1.00
acta1	diaph1	1.00
acta1	dkfzp686n1815	1.00
acta1	dmd	1.00
acta1	flt1	1.00
acta1	flt4	1.00
acta1	git2	1.00
acta1	gsn	1.00
acta1	hip1	1.00
acta1	hspb1	1.00
acta1	htt	1.00
acta1	ift57	1.00
acta1	itga1	1.00
acta1	itgb1	1.00
acta1	jup	1.00
acta1	kdr	1.00
acta1	kiaa0142	1.00
acta1	lama3	1.00
acta1	lama4	1.00
acta1	lama5	1.00
acta1	lamb1	1.00
acta1	lamc1	1.00
acta1	mal	1.00
acta1	mkl1	1.00
acta1	mllt4	1.00
acta1	mmp1	1.00
acta1	mmp12	1.00
acta1	mmp13	1.00
acta1	mmp14	1.00
acta1	mmp15	1.00
acta1	mmp16	1.00
acta1	mmp19	1.00
acta1	mmp2	1.00
acta1	mmp20	1.00
acta1	mmp21	1.00
acta1	mmp23a	1.00
acta1	mmp24	1.00
acta1	mmp25	1.00
acta1	mmp27	1.00
acta1	mmp28	1.00
acta1	mmp7	1.00
acta1	mmp8	1.00
acta1	mmp9	1.00
acta1	myh1	1.00
acta1	myh10	1.00
acta1	myh11	1.00
acta1	myh13	1.00
acta1	myh2	1.00
acta1	myh3	1.00
acta1	myh4	1.00
acta1	myh6	1.00
acta1	myh7	1.00
acta1	myh7b	1.00
acta1	myh8	1.00
acta1	myh9	1.00
acta1	myl2	0.94
acta1	ntrk1	1.00
acta1	pak1	1.00
acta1	pak2	1.00
acta1	pak3	1.00
acta1	pak4	1.00
acta1	pak6	1.00
acta1	park2	0.53
acta1	pecam1	1.00
acta1	ptk2	1.00
acta1	ptpn11	1.00
acta1	pvrl1	1.00
acta1	rac1	1.00
acta1	rac2	1.00
acta1	rac3	1.00
acta1	rapsn	1.00
acta1	rhoa	1.00
acta1	rhog	1.00
acta1	rhoj	1.00
acta1	rhoq	1.00
acta1	rps6kb1	0.59
acta1	sptan1	1.00
acta1	tnfaip8	1.00
acta1	tnni1	0.59
acta1	tnni3	0.59
acta1	trim63	0.59
acta1	utrn	1.00
acta1	vegfa	1.00
acta1	vim	0.59
acta2	actc1	0.89
acta2	actg2	0.89
acta2	adam17	1.00
acta2	ap2a1	1.00
acta2	ap2a2	1.00
acta2	cald1	1.00
acta2	cdc42	1.00
acta2	cdh1	1.00
acta2	cdh3	1.00
acta2	clta	1.00
acta2	cltb	1.00
acta2	cnn1	0.72
acta2	ctnna1	1.00
acta2	ctnna2	1.00
acta2	ctnnb1	1.00
acta2	ednra	0.94
acta2	fbln1	0.94
acta2	hip1	1.00
acta2	htt	1.00
acta2	ift57	1.00
acta2	itga1	1.00
acta2	itgb5	1.00
acta2	jup	1.00
acta2	lmod1	1.00
acta2	mllt4	1.00
acta2	mmp1	1.00
acta2	mmp12	1.00
acta2	mmp13	1.00
acta2	mmp14	1.00
acta2	mmp15	1.00
acta2	mmp16	1.00
acta2	mmp19	1.00
acta2	mmp2	1.00
acta2	mmp20	1.00
acta2	mmp21	1.00
acta2	mmp23a	1.00
acta2	mmp24	1.00
acta2	mmp25	1.00
acta2	mmp27	1.00
acta2	mmp28	1.00
acta2	mmp7	1.00
acta2	mmp8	1.00
acta2	mmp9	1.00
acta2	myh1	1.00
acta2	myh10	1.00
acta2	myh11	1.00
acta2	myh13	1.00
acta2	myh2	1.00
acta2	myh3	1.00
acta2	myh4	1.00
acta2	myh6	1.00
acta2	myh7	1.00
acta2	myh7b	1.00
acta2	myh8	1.00
acta2	myh9	1.00
acta2	myl10	1.00
acta2	myl12a	1.00
acta2	myl12b	1.00
acta2	myl5	1.00
acta2	myl6	1.00
acta2	myl6b	1.00
acta2	myl7	1.00
acta2	myl9	1.00
acta2	mylk	0.94
acta2	mylpf	1.00
acta2	park2	0.53
acta2	pvrl1	1.00
acta2	pxn	1.00
acta2	rac1	1.00
acta2	rac2	1.00
acta2	rac3	1.00
acta2	rhog	1.00
acta2	rhoj	1.00
acta2	rhoq	1.00
acta2	sorbs1	1.00
acta2	sorbs3	1.00
acta2	tagln	0.72
acta2	tln1	1.00
acta2	tnfaip8	1.00
acta2	tpm1	1.00
acta2	tpm2	1.00
acta2	tpm3	1.00
acta2	tpm4	1.00
acta2	vcl	1.00
actb	actbl2	1.00
actb	actg1	1.00
actb	actl6a	1.00
actb	actn1	1.00
actb	actn2	1.00
actb	actn3	1.00
actb	actn4	1.00
actb	actr2	1.00
actb	actr3	1.00
actb	actr5	1.00
actb	actr8	1.00
actb	adam17	1.00
actb	ago4	0.59
actb	aldoa	0.96
actb	ank1	0.53
actb	ank2	0.53
actb	ank3	0.53
actb	ap2a1	1.00
actb	ap2a2	1.00
actb	ar	0.59
actb	arhgap10	1.00
actb	arid1a	1.00
actb	arpc1a	1.00
actb	arpc1b	1.00
actb	arpc2	1.00
actb	arpc3	1.00
actb	arpc4	1.00
actb	arpc5	1.00
actb	arpc5l	1.00
actb	atf2	1.00
actb	atg5	0.53
actb	atp2a1	0.53
actb	atp2a2	0.53
actb	atp2a3	0.53
actb	avil	0.89
actb	b2m	0.94
actb	baiap2	1.00
actb	baz1b	1.00
actb	bbs1	0.59
actb	bbs4	0.59
actb	bcar1	0.59
actb	bcl2l1	0.59
actb	bclaf1	1.00
actb	brd8	1.00
actb	brk1	1.00
actb	cap1	0.53
actb	cap2	0.99
actb	capza1	0.53
actb	capza2	0.53
actb	capzb	0.53
actb	carm1	0.59
actb	cav1	0.99
actb	cct2	1.00
actb	cct3	1.00
actb	cct4	1.00
actb	cct5	1.00
actb	cct6a	1.00
actb	cct7	1.00
actb	cct8	1.00
actb	cd247	1.00
actb	cd3eap	1.00
actb	cd3g	1.00
actb	cdc42	1.00
actb	cdh1	1.00
actb	cdh3	1.00
actb	cdkn2a	0.59
actb	cenpa	0.59
actb	cetn2	1.00
actb	cfl1	1.00
actb	cfl2	1.00
actb	chn1	0.53
actb	chn2	0.53
actb	clta	1.00
actb	cltb	1.00
actb	col10a1	1.00
actb	col11a1	1.00
actb	col11a2	1.00
actb	col12a1	1.00
actb	col13a1	1.00
actb	col14a1	1.00
actb	col15a1	1.00
actb	col16a1	1.00
actb	col17a1	1.00
actb	col19a1	1.00
actb	col1a1	1.00
actb	col1a2	1.00
actb	col2a1	1.00
actb	col3a1	1.00
actb	col4a1	1.00
actb	col4a2	1.00
actb	col4a3	1.00
actb	col4a4	1.00
actb	col4a5	1.00
actb	col4a6	1.00
actb	col5a1	1.00
actb	col5a2	1.00
actb	col5a3	1.00
actb	col6a1	1.00
actb	col6a2	1.00
actb	col6a3	1.00
actb	col7a1	1.00
actb	col8a1	1.00
actb	col8a2	1.00
actb	col9a1	1.00
actb	col9a2	1.00
actb	col9a3	1.00
actb	cops2	1.00
actb	cops3	1.00
actb	cops4	1.00
actb	cops5	1.00
actb	cops6	1.00
actb	cops7a	1.00
actb	cops7b	1.00
actb	cops8	1.00
actb	ctnna1	1.00
actb	ctnna2	1.00
actb	ctnna3	1.00
actb	ctnnb1	1.00
actb	cttn	1.00
actb	cul4a	1.00
actb	cul4b	1.00
actb	cxadr	0.53
actb	cybb	0.59
actb	cyfip1	1.00
actb	cyfip2	1.00
actb	ddb1	1.00
actb	ddb2	1.00
actb	ddx21	1.00
actb	dek	1.00
actb	dhx9	0.59
actb	diaph1	1.00
actb	dmap1	1.00
actb	dmd	1.00
actb	dynll1	0.97
actb	eed	0.53
actb	eef1a1	0.97
actb	efnb1	1.00
actb	efnb2	1.00
actb	efnb3	1.00
actb	ep300	0.59
actb	ep400	1.00
actb	epb41	1.00
actb	epb41l1	1.00
actb	epb41l2	1.00
actb	epb41l3	1.00
actb	epc1	1.00
actb	ephb1	1.00
actb	ephb2	1.00
actb	ephb3	1.00
actb	ephb4	1.00
actb	ephb6	1.00
actb	erbb2	0.59
actb	ercc6	1.00
actb	erp44	0.53
actb	evl	1.00
actb	ezr	1.00
actb	fcgr1a	1.00
actb	fcgr2a	1.00
actb	fcgr3a	1.00
actb	flna	1.00
actb	flnb	1.00
actb	flnc	1.00
actb	fmnl1	1.00
actb	fmnl2	1.00
actb	fmnl3	1.00
actb	fn1	1.00
actb	fpr1	0.59
actb	gli2	0.53
actb	gli3	0.53
actb	glud1	0.53
actb	gna12	0.59
actb	gps1	1.00
actb	grb2	1.00
actb	gsk3b	1.00
actb	gtf2a1	1.00
actb	gtf2b	1.00
actb	gtf3a	1.00
actb	h2afx	0.59
actb	hck	0.59
actb	hcls1	1.00
actb	hip1	1.00
actb	hist1h4a	1.00
actb	hspa8	0.97
actb	htt	1.00
actb	ift57	1.00
actb	ighg1	1.00
actb	ighg2	1.00
actb	ighg3	1.00
actb	ighg4	1.00
actb	ighv	1.00
actb	ighv3-23	1.00
actb	ighv7-81	1.00
actb	igkc	1.00
actb	igkv a18	1.00
actb	igkv1-5	1.00
actb	igkv1d-16	1.00
actb	igkv4-1	1.00
actb	iglc1	1.00
actb	iglc2	1.00
actb	iglc3	1.00
actb	iglc6	1.00
actb	iglc7	1.00
actb	iglv	1.00
actb	ing3	1.00
actb	ino80	1.00
actb	ino80b	1.00
actb	ino80c	1.00
actb	ino80d	1.00
actb	ino80e	1.00
actb	iqgap1	1.00
actb	irf-1	1.00
actb	irf2	1.00
actb	irf3	1.00
actb	irf6	1.00
actb	irf7	1.00
actb	isg15	0.99
actb	itga1	1.00
actb	itga10	1.00
actb	itga11	1.00
actb	itga2	1.00
actb	itga2b	1.00
actb	itga3	1.00
actb	itga4	1.00
actb	itga5	1.00
actb	itga6	1.00
actb	itga7	1.00
actb	itga7	1.00
actb	itga8	1.00
actb	itga9	1.00
actb	itgad	1.00
actb	itgae	1.00
actb	itgal	1.00
actb	itgam	1.00
actb	itgav	1.00
actb	itgax	1.00
actb	itgb1	1.00
actb	itgb2	1.00
actb	itgb3	1.00
actb	itgb4	1.00
actb	itgb5	1.00
actb	itgb6	1.00
actb	itgb7	1.00
actb	itgb8	1.00
actb	itgbl1	1.00
actb	itsn1	1.00
actb	jun	1.00
actb	jup	1.00
actb	kat2a	1.00
actb	kat2b	1.00
actb	kat5	1.00
actb	kcnma1	0.53
actb	kmt2e	0.59
actb	lgr4	0.59
actb	lims1	1.00
actb	lims2	1.00
actb	lmna	0.53
actb	mcrs1	1.00
actb	mdm2	0.59
actb	meaf6	1.00
actb	mef2a	1.00
actb	mef2c	1.00
actb	metap1	0.53
actb	micall1	1.00
actb	mkl1	1.00
actb	mllt4	1.00
actb	mme	0.53
actb	mmp1	1.00
actb	mmp12	1.00
actb	mmp13	1.00
actb	mmp14	1.00
actb	mmp15	1.00
actb	mmp16	1.00
actb	mmp19	1.00
actb	mmp2	1.00
actb	mmp20	1.00
actb	mmp21	1.00
actb	mmp23a	1.00
actb	mmp24	1.00
actb	mmp25	1.00
actb	mmp27	1.00
actb	mmp28	1.00
actb	mmp7	1.00
actb	mmp8	1.00
actb	mmp9	1.00
actb	morf4l1	1.00
actb	morf4l2	1.00
actb	mrgbp	1.00
actb	msn	1.00
actb	mx1	0.59
actb	mybbp1a	1.00
actb	myh1	1.00
actb	myh10	1.00
actb	myh11	1.00
actb	myh13	1.00
actb	myh14	1.00
actb	myh15	1.00
actb	myh2	1.00
actb	myh3	1.00
actb	myh4	1.00
actb	myh6	1.00
actb	myh7	1.00
actb	myh7b	1.00
actb	myh8	1.00
actb	myh9	1.00
actb	myl10	1.00
actb	myl12a	1.00
actb	myl12b	1.00
actb	myl2	1.00
actb	myl5	1.00
actb	myl6	1.00
actb	myl6b	1.00
actb	myl7	1.00
actb	myl9	1.00
actb	mylpf	1.00
actb	myo10	1.00
actb	myo1c	1.00
actb	myo1g	0.59
actb	ncf1	0.59
actb	nck1	1.00
actb	nckap1	1.00
actb	nckap1l	1.00
actb	nckipsd	1.00
actb	nfkb1	1.00
actb	nfrkb	1.00
actb	nos3	0.59
actb	parva	1.00
actb	parvb	1.00
actb	parvg	1.00
actb	pdpk1	0.53
actb	pfdn1	1.00
actb	pfdn2	1.00
actb	pfdn4	1.00
actb	pfdn5	1.00
actb	pfdn6	1.00
actb	pfn1	1.00
actb	pfn2	1.00
actb	pfn3	1.00
actb	pfn4	1.00
actb	pip5k1c	1.00
actb	plcg1	0.59
actb	pld1	0.53
actb	pld2	0.99
actb	polr1a	1.00
actb	polr1b	1.00
actb	polr1c	1.00
actb	polr1d	1.00
actb	polr1e	1.00
actb	polr2a	1.00
actb	polr2e	1.00
actb	polr2f	1.00
actb	polr2h	1.00
actb	polr2k	1.00
actb	polr2l	1.00
actb	potekp	1.00
actb	prkca	1.00
actb	prkcd	1.00
actb	prkce	1.00
actb	prkch	1.00
actb	prkcq	1.00
actb	psmc1	0.53
actb	pstpip1	0.59
actb	ptk2	1.00
actb	ptk2b	1.00
actb	pvrl1	1.00
actb	pxn	1.00
actb	rab8b	0.59
actb	rac1	1.00
actb	rac2	1.00
actb	rac3	1.00
actb	rad23b	1.00
actb	rad52	0.59
actb	ran	0.92
actb	rbx1	1.00
actb	rdx	1.00
actb	rhoa	1.00
actb	rhoc	1.00
actb	rhog	1.00
actb	rhoj	1.00
actb	rhoq	1.00
actb	ring1	0.53
actb	rnf2	0.53
actb	rpa1	0.59
actb	rpl10a	0.59
actb	ruvbl1	1.00
actb	ruvbl2	1.00
actb	sec24c	0.53
actb	sec24d	0.53
actb	sf3b1	1.00
actb	sfn	0.53
actb	shroom1	1.00
actb	shroom2	1.00
actb	shroom3	1.00
actb	shroom4	1.00
actb	sin3a	1.00
actb	smarca2	0.53
actb	smarca4	1.00
actb	smarca5	1.00
actb	smarcb1	1.00
actb	smarcc1	1.00
actb	smarcc2	1.00
actb	smarcd1	1.00
actb	src	0.59
actb	srf	1.00
actb	srgap2	1.00
actb	stk3	1.00
actb	stx1a	0.53
actb	stx4	0.99
actb	sumo3	0.59
actb	taf12	0.53
actb	taf1a	1.00
actb	taf1b	1.00
actb	taf1c	1.00
actb	taf1d	1.00
actb	taf7	1.00
actb	tbp	1.00
actb	tcp1	1.00
actb	tfpt	1.00
actb	thra	1.00
actb	tjp1	1.00
actb	tjp3	1.00
actb	tln1	1.00
actb	tmed2	0.53
actb	tmsb4x	1.00
actb	tmsb4y	1.00
actb	tnfaip8	1.00
actb	traf6	0.53
actb	trrap	1.00
actb	tubb	0.53
actb	tubb1	0.53
actb	tubb2a	0.53
actb	tubb2b	0.53
actb	tubb3	0.53
actb	tubb4a	0.53
actb	tubb4b	0.96
actb	tubb6	0.53
actb	twistnb	1.00
actb	ubc	0.97
actb	v1-11	1.00
actb	v1-13	1.00
actb	v1-16	1.00
actb	v1-20	1.00
actb	v1-3	1.00
actb	v1-5	1.00
actb	v1-7	1.00
actb	v1-9	1.00
actb	v2-11	1.00
actb	v2-15	1.00
actb	v2-17	1.00
actb	v2-19	1.00
actb	v2-8	1.00
actb	v3-2	1.00
actb	v3-3	1.00
actb	v3-4	1.00
actb	v4-1	1.00
actb	v4-2	1.00
actb	v4-6	1.00
actb	v5-1	1.00
actb	v5-4	1.00
actb	v5-6	1.00
actb	vasp	1.00
actb	vbp1	1.00
actb	vcl	1.00
actb	vil1	0.89
actb	vill	0.89
actb	vps72	1.00
actb	was	1.00
actb	wasf1	1.00
actb	wasf2	1.00
actb	wasf3	1.00
actb	wasl	1.00
actb	wipf1	1.00
actb	wipf2	1.00
actb	wipf3	1.00
actb	xpc	1.00
actb	yeats4	1.00
actb	ywhab	0.53
actb	ywhag	0.53
actb	ywhah	0.53
actb	ywhaq	1.00
actb	ywhaz	0.96
actb	yy1	1.00
actb	znrd1	1.00
actb	zyx	1.00
actbl2	actg1	1.00
actbl2	actn1	1.00
actbl2	actn2	1.00
actbl2	actn3	1.00
actbl2	actn4	1.00
actbl2	adam17	1.00
actbl2	ap2a1	1.00
actbl2	ap2a2	1.00
actbl2	avil	0.89
actbl2	cdc42	1.00
actbl2	cdh1	1.00
actbl2	cdh3	1.00
actbl2	clta	1.00
actbl2	cltb	1.00
actbl2	col10a1	1.00
actbl2	col11a1	1.00
actbl2	col11a2	1.00
actbl2	col12a1	1.00
actbl2	col13a1	1.00
actbl2	col14a1	1.00
actbl2	col15a1	1.00
actbl2	col16a1	1.00
actbl2	col17a1	1.00
actbl2	col19a1	1.00
actbl2	col1a1	1.00
actbl2	col1a2	1.00
actbl2	col2a1	1.00
actbl2	col3a1	1.00
actbl2	col4a1	1.00
actbl2	col4a2	1.00
actbl2	col4a3	1.00
actbl2	col4a4	1.00
actbl2	col4a5	1.00
actbl2	col4a6	1.00
actbl2	col5a1	1.00
actbl2	col5a2	1.00
actbl2	col5a3	1.00
actbl2	col6a1	1.00
actbl2	col6a2	1.00
actbl2	col6a3	1.00
actbl2	col7a1	1.00
actbl2	col8a1	1.00
actbl2	col8a2	1.00
actbl2	col9a1	1.00
actbl2	col9a2	1.00
actbl2	col9a3	1.00
actbl2	ctnna1	1.00
actbl2	ctnna2	1.00
actbl2	ctnnb1	1.00
actbl2	flna	1.00
actbl2	flnb	1.00
actbl2	fn1	1.00
actbl2	hip1	1.00
actbl2	htt	1.00
actbl2	ift57	1.00
actbl2	itga1	1.00
actbl2	itga10	1.00
actbl2	itga11	1.00
actbl2	itga2	1.00
actbl2	itga2b	1.00
actbl2	itga3	1.00
actbl2	itga4	1.00
actbl2	itga5	1.00
actbl2	itga6	1.00
actbl2	itga7	1.00
actbl2	itga8	1.00
actbl2	itga9	1.00
actbl2	itgad	1.00
actbl2	itgae	1.00
actbl2	itgal	1.00
actbl2	itgam	1.00
actbl2	itgav	1.00
actbl2	itgax	1.00
actbl2	itgb1	1.00
actbl2	itgb2	1.00
actbl2	itgb3	1.00
actbl2	itgb4	1.00
actbl2	itgb5	1.00
actbl2	itgb6	1.00
actbl2	itgb7	1.00
actbl2	itgb8	1.00
actbl2	itgbl1	1.00
actbl2	jup	1.00
actbl2	lims1	1.00
actbl2	lims2	1.00
actbl2	micall1	1.00
actbl2	mllt4	1.00
actbl2	mmp1	1.00
actbl2	mmp12	1.00
actbl2	mmp13	1.00
actbl2	mmp14	1.00
actbl2	mmp15	1.00
actbl2	mmp16	1.00
actbl2	mmp19	1.00
actbl2	mmp2	1.00
actbl2	mmp20	1.00
actbl2	mmp21	1.00
actbl2	mmp23a	1.00
actbl2	mmp24	1.00
